City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,elliot lake,46.3834,-82.6331,16.69,41,77,3.35,CA,1715032890
274,akureyri,65.6835,-18.0878,6.96,57,20,5.66,IS,1715032961
275,saint-denis,48.9167,2.3333,13.01,80,0,2.57,FR,1715032961
276,bodo,67.28,14.405,5.43,58,0,5.14,NO,1715032961
277,tadine,-21.55,167.8833,23.72,62,6,4.99,NC,1715032961
278,laojunmiao,39.8333,97.7333,12.15,25,52,2.3,CN,1715032961
279,usinsk,65.9939,57.5281,-5.52,77,100,7.6,RU,1715032962
280,kyren,51.6828,102.1408,15.53,45,78,2.68,RU,1715032962
281,devils lake,48.1128,-98.8651,18.99,58,100,9.26,US,1715032759
282,hengchun,22.0042,120.7439,26.78,79,100,3.12,TW,1715032962
283,zinjibar,13.1287,45.3807,29.59,76,58,3.24,YE,1715032962
284,las terrenas,19.311,-69.5428,28.93,89,40,3.09,DO,1715032868
285,chelbasskaya,45.9792,39.3719,9.6,70,17,1.76,RU,1715032963
286,la ronge,55.1001,-105.2842,15.14,41,75,6.17,CA,1715032963
287,nemuro,43.3236,145.575,6.26,100,100,3.64,JP,1715032963
288,sept-iles,50.2001,-66.3821,8.0,88,75,2.57,CA,1715032963
289,mejit,10.2753,170.8646,27.36,82,98,9.29,MH,1715032963
290,kindu,-2.95,25.95,23.53,74,88,0.53,CD,1715032963
291,soio,-6.1349,12.3689,26.34,90,40,1.79,AO,1715032964
292,kenora,49.8167,-94.4337,21.54,30,75,6.71,CA,1715032838
293,aguas vermelhas,-15.7472,-41.46,18.59,91,29,1.54,BR,1715032964
294,pocahontas,36.2615,-90.9712,27.81,78,100,2.57,US,1715032809
295,roshchino,60.2519,29.6085,2.21,62,38,1.38,RU,1715032964
296,djibouti,11.5,42.5,27.19,70,33,4.27,DJ,1715032964
297,muroto-misakicho,33.2833,134.15,20.82,95,100,4.82,JP,1715032964
298,yarmouth,41.7057,-70.2286,19.52,83,0,5.66,US,1715032902
299,egilsstadir,65.2653,-14.3948,5.95,65,20,3.6,IS,1715032965
300,san felipe,10.3399,-68.7425,25.85,90,97,2.43,VE,1715032965
301,argo,37.6333,22.7333,15.91,64,38,1.54,GR,1715032965
302,motueka,-41.1333,173.0167,8.39,66,29,1.31,NZ,1715032965
303,konosha,60.9736,40.257,-4.49,78,49,0.88,RU,1715032965
304,tupancireta,-29.0806,-53.8358,20.76,88,37,3.52,BR,1715032965
305,boali,4.8005,18.1275,28.47,41,22,0.57,CF,1715032965
306,sinabang,2.4803,96.3801,26.33,89,100,2.48,ID,1715032966
307,chandler,33.3062,-111.8412,29.58,12,0,4.12,US,1715032919
308,prey veng,11.4868,105.3253,27.34,73,16,2.36,KH,1715032966
309,weno,7.4515,151.8468,28.8,78,99,6.24,FM,1715032966
310,chebba,35.2372,11.115,19.86,76,97,5.62,TN,1715032966
311,al qusiyah,27.4402,30.8184,22.15,30,3,3.29,EG,1715032966
312,mirnyy,62.5353,113.9611,2.91,99,100,6.71,RU,1715032966
313,pemangkat,1.1667,108.9667,26.12,87,9,1.78,ID,1715032966
314,porto novo,6.4965,2.6036,28.9,79,100,2.57,BJ,1715032967
315,keflavik,64.0049,-22.5624,5.95,87,75,8.75,IS,1715032967
316,lehighton,40.8337,-75.7138,23.15,76,40,1.54,US,1715032708
317,sokode,8.9833,1.1333,27.84,69,0,1.03,TG,1715032967
318,sainte-anne-des-monts,49.124,-66.4924,8.93,76,62,7.2,CA,1715032967
319,sisimiut,66.9395,-53.6735,-4.34,78,84,3.25,GL,1715032967
320,grants,35.1473,-107.8514,16.13,10,0,7.72,US,1715032967
321,galveston,29.3669,-94.9669,29.54,82,100,6.17,US,1715032771
322,westport,41.1415,-73.3579,23.16,81,40,3.09,US,1715032967
323,east london,-33.0153,27.9116,21.84,53,0,0.16,ZA,1715032968
324,tolanaro,-25.0319,46.9987,23.04,83,20,5.66,MG,1715032968
325,turpan,42.9333,89.1667,25.83,26,78,0.23,CN,1715032968
326,konigsbronn,48.7432,10.1119,12.3,96,99,3.05,DE,1715032968
327,kalix,65.853,23.1565,-4.05,93,100,2.38,SE,1715032969
328,broome,42.2506,-75.833,20.56,48,0,5.14,US,1715032969
329,villamontes,-21.25,-63.5,33.69,52,37,4.12,BO,1715032969
330,port alfred,-33.5906,26.891,19.39,86,0,1.64,ZA,1715032969
331,sandpoint,48.2766,-116.5533,12.46,73,75,3.6,US,1715032969
332,kingston,17.997,-76.7936,30.53,74,20,9.77,JM,1715032955
333,quellon,-43.1167,-73.6167,6.17,91,100,2.27,CL,1715032876
334,orange,33.7,-117.7675,28.17,52,20,4.63,US,1715032868
335,hamilton,39.1834,-84.5333,22.09,89,100,1.35,US,1715032845
336,klaksvik,62.2266,-6.589,6.51,76,69,6.1,FO,1715032970
337,alajarvi,63.0,23.8167,-3.0,85,8,2.18,FI,1715032970
338,hualien city,23.9769,121.6044,24.06,75,100,2.57,TW,1715032911
339,paramonga,-10.6667,-77.8333,20.72,81,39,4.23,PE,1715032970
340,nizhniy kuranakh,58.8353,125.4869,6.51,87,100,1.83,RU,1715032970
341,nueva gerona,21.8833,-82.8,30.86,56,1,4.52,CU,1715032970
342,nicoya,10.1483,-85.452,32.82,54,79,3.93,CR,1715032971
343,skiathos,39.1623,23.4909,18.87,68,0,2.3,GR,1715032971
344,oranjemund,-28.55,16.4333,14.65,76,0,1.58,NA,1715032971
345,darwin,-12.4611,130.8418,22.99,67,0,3.6,AU,1715032676
346,jequie,-13.8575,-40.0836,21.31,86,11,1.24,BR,1715032797
347,ilanskiy,56.2358,96.065,4.02,72,35,0.89,RU,1715032971
348,axim,4.8699,-2.2405,27.84,82,98,2.84,GH,1715032971
349,beau vallon,-20.4189,57.6953,25.13,69,40,6.69,MU,1715032971
350,irymple,-34.25,142.1667,12.3,59,0,4.06,AU,1715032972
351,karratha,-20.7377,116.8463,24.29,46,24,2.99,AU,1715032972
352,lethbridge,49.7,-112.8186,16.06,36,100,15.43,CA,1715032972
353,qamdo,31.1667,97.2333,2.34,76,39,1.99,CN,1715032972
354,taoudenni,22.6783,-3.9836,32.44,6,11,3.7,ML,1715032972
355,tocopilla,-22.092,-70.1979,19.38,75,64,3.06,CL,1715032709
356,dickinson,29.4608,-95.0513,30.07,82,75,8.75,US,1715032972
357,xique xique,-10.8217,-42.7311,27.48,54,92,3.01,BR,1715032973
358,kailua-kona,19.6406,-155.9956,26.82,79,25,1.79,US,1715032973
359,kot mumin,32.1895,73.028,27.75,26,0,1.29,PK,1715032973
360,arica,-18.475,-70.3042,20.75,72,100,3.6,CL,1715032728
361,smithers,54.7804,-127.1743,9.18,53,75,6.17,CA,1715032918
362,badger,64.8,-147.5333,1.31,90,100,3.6,US,1715032973
363,grand baie,-20.0182,57.5802,25.26,75,33,2.68,MU,1715032973
364,ulladulla,-35.35,150.4667,14.38,79,100,1.85,AU,1715032973
365,sur,22.5667,59.5289,32.49,55,14,5.19,OM,1715032974
366,kattivakkam,13.2167,80.3167,32.28,82,48,6.19,IN,1715032974
367,mhamid,29.82,-5.72,27.95,8,0,3.5,MA,1715032974
368,sungailiat,-1.85,106.1333,26.67,88,89,3.29,ID,1715032974
369,nouadhibou,20.931,-17.0347,18.99,82,86,6.69,MR,1715032974
370,kargopol',61.5071,38.9456,-3.87,83,60,1.49,RU,1715032974
371,zhanibek,49.4167,46.85,12.04,64,76,3.76,KZ,1715032974
372,belaya kholunitsa,58.84,50.8528,-1.53,89,97,2.81,RU,1715032975
373,opuwo,-18.0607,13.84,17.85,41,1,1.96,NA,1715032854
374,tindouf,27.6711,-8.1474,25.57,22,0,6.49,DZ,1715032975
375,tongchuan,35.0806,109.0897,15.59,56,5,2.47,CN,1715032975
376,manismata,-2.4667,111.0333,23.32,99,23,1.17,ID,1715032975
377,tralee,52.2704,-9.7026,10.87,94,92,1.63,IE,1715032975
378,polyarnyy,69.1989,33.4478,-4.14,67,100,6.25,RU,1715032975
379,vammala,61.3333,22.9,0.32,68,4,2.57,FI,1715032976
380,olinda,-8.0089,-34.8553,25.85,100,75,2.06,BR,1715032773
381,rutana,-3.8667,30.1,16.21,83,95,0.92,BI,1715032976
382,phaphund,26.6,79.4667,33.12,16,41,2.77,IN,1715032976
383,chom bueng,13.62,99.5917,26.78,73,3,1.74,TH,1715032976
384,hasaki,35.7333,140.8333,19.22,81,100,11.29,JP,1715032976
385,nuuk,64.1835,-51.7216,-2.29,54,10,6.71,GL,1715032800
386,chernyshevskiy,63.0128,112.4714,0.71,98,100,5.8,RU,1715032977
387,fisterra,42.9049,-9.2629,12.08,86,7,4.21,ES,1715032977
388,castillos,-34.1667,-53.8333,19.2,98,100,2.1,UY,1715032977
389,san mateo del mar,16.2,-95.0,29.62,70,5,7.23,MX,1715032977
390,tikapur,28.5,81.1333,27.37,30,31,2.12,NP,1715032977
391,brookings,44.3114,-96.7984,20.21,82,100,4.02,US,1715032977
392,lorengau,-2.0226,147.2712,28.43,79,100,2.14,PG,1715032978
393,banda aceh,5.5577,95.3222,27.33,81,99,2.22,ID,1715032978
394,santa cruz del sur,20.7147,-77.9956,28.93,66,16,2.89,CU,1715032978
395,magadan,59.5667,150.8,-0.26,85,80,1.3,RU,1715032978
396,tanabe,33.7333,135.3667,19.89,98,100,5.3,JP,1715032978
397,lauro de freitas,-12.8944,-38.3272,28.01,65,40,4.63,BR,1715032899
398,santa elena de uairen,4.6167,-61.1333,21.49,89,100,1.05,VE,1715032979
399,nova sintra,14.8667,-24.7167,23.33,78,5,6.67,CV,1715032979
400,macapa,0.0389,-51.0664,28.99,79,75,2.57,BR,1715032811
401,forster,-32.1667,152.5167,18.54,90,95,5.24,AU,1715032979
402,kurmuk,10.55,34.2833,28.38,18,11,0.49,SD,1715032979
403,gazojak,41.1875,61.4036,25.39,30,100,5.61,TM,1715032980
404,quang ngai,15.1167,108.8,23.71,88,51,2.0,VN,1715032980
405,kargasok,59.0556,80.8572,2.76,69,13,4.47,RU,1715032980
406,linxia chengguanzhen,35.6003,103.2064,10.85,36,100,0.74,CN,1715032980
407,punta del este,-34.9667,-54.95,18.06,100,100,1.54,UY,1715032980
408,mata-utu,-13.2816,-176.1745,29.66,77,48,6.59,WF,1715032980
409,vandenberg village,34.7083,-120.4677,25.08,56,0,7.2,US,1715032980
410,rondonopolis,-16.4708,-54.6356,27.23,46,0,1.83,BR,1715032869
411,as samawah,31.332,45.2944,24.96,52,13,2.78,IQ,1715032981
412,kuta,-8.7233,115.1723,25.0,100,75,1.54,ID,1715032981
413,itoman,26.1247,127.6694,25.21,98,40,4.12,JP,1715032981
414,kamaishi,39.2667,141.8833,14.85,90,100,4.05,JP,1715032981
415,lubango,-14.9172,13.4925,14.92,67,2,1.03,AO,1715032823
416,khandyga,62.6667,135.6,3.68,89,31,2.23,RU,1715032981
417,endicott,42.0984,-76.0494,20.75,53,100,0.45,US,1715032805
418,kingsford,-33.924,151.2275,17.03,91,75,3.6,AU,1715032981
419,adrar,20.5022,-10.0711,30.52,8,28,1.92,MR,1715032982
420,pimentel,-6.8367,-79.9342,23.16,68,0,10.29,PE,1715032982
421,swakopmund,-22.6833,14.5333,14.47,87,2,0.45,NA,1715032982
422,motygino,58.1831,94.7592,-0.12,95,8,1.79,RU,1715032983
423,el empalme,-40.7226,-64.9922,15.33,46,0,4.36,AR,1715032983
424,tobruk,32.0836,23.9764,17.81,76,0,3.42,LY,1715032983
425,nar'yan-mar,67.6713,53.087,-10.5,91,87,4.02,RU,1715032983
426,yoakum,29.2878,-97.1519,30.13,54,70,7.18,US,1715032983
427,saint peter,13.25,-59.6167,28.31,76,74,5.68,BB,1715032983
428,quepos,9.4236,-84.1652,29.68,70,96,2.47,CR,1715032984
429,patong,7.8961,98.2966,27.08,79,56,1.5,TH,1715032884
430,san agustin,20.5333,-103.4667,34.62,7,100,6.17,MX,1715032984
431,malango,-2.9627,119.9001,19.56,98,99,0.97,ID,1715032984
432,fort mcmurray,56.7268,-111.381,14.77,62,100,5.66,CA,1715032984
433,ravar,31.2656,56.8055,23.08,29,29,2.62,IR,1715032984
434,sao miguel do araguaia,-13.275,-50.1628,26.82,57,12,0.58,BR,1715032918
435,betio village,1.358,172.9211,30.02,75,7,5.96,KI,1715032985
436,bhainsdehi,21.6467,77.6325,28.89,35,0,2.96,IN,1715032985
437,bandon,51.7469,-8.7425,12.77,95,9,3.88,IE,1715032985
438,nadi,-17.8,177.4167,29.0,70,75,3.6,FJ,1715032985
439,dompu,-8.5356,118.4622,23.19,99,64,0.27,ID,1715032985
440,kavieng,-2.5744,150.7967,28.79,79,97,2.5,PG,1715032985
441,basoko,1.2391,23.616,25.84,67,15,1.31,CD,1715032985
442,shumikha,55.2261,63.2961,5.93,76,97,4.56,RU,1715032986
443,aswan,24.0934,32.907,25.61,22,0,3.09,EG,1715032986
444,kauhava,63.103,23.0713,-0.64,87,2,1.99,FI,1715032986
445,guaratinga,-16.5667,-39.5667,22.25,94,17,1.82,BR,1715032986
446,aykhal,66.0,111.5,-0.12,96,97,8.25,RU,1715032986
447,zandvoort,52.3749,4.5341,15.54,78,0,4.63,NL,1715032986
448,uzgen,40.7699,73.3007,13.16,54,0,3.08,KG,1715032987
449,tamanrasset,22.785,5.5228,27.19,24,100,3.11,DZ,1715032987
450,afaahiti,-17.75,-149.2833,28.93,85,69,10.89,PF,1715032987
451,leyva solano,25.6667,-108.6417,30.9,11,48,6.9,MX,1715032987
452,battagram,34.6772,73.0233,19.5,44,0,2.86,PK,1715032987
453,santiago,-33.4569,-70.6483,16.27,53,20,6.17,CL,1715032793
454,bom jesus,-9.0744,-44.3586,28.69,50,99,2.17,BR,1715032832
455,noormarkku,61.5927,21.8685,2.88,48,1,3.09,FI,1715032988
456,sebdou,34.637,-1.3314,16.89,61,100,1.89,DZ,1715032988
457,tateyama,34.9833,139.8667,21.17,81,100,9.32,JP,1715032988
458,calingasta,-31.3308,-69.4078,16.91,13,0,8.4,AR,1715032988
459,new norfolk,-42.7826,147.0587,8.17,91,7,1.02,AU,1715032988
460,fedorovka,53.6314,62.7078,7.77,81,76,4.7,KZ,1715032988
461,nejo,9.5,35.5,20.86,33,71,1.25,ET,1715032989
462,shenjiamen,29.9576,122.298,17.12,90,100,1.56,CN,1715032989
463,sitka,57.0531,-135.33,6.94,76,75,2.06,US,1715032989
464,norrtalje,59.758,18.705,2.79,81,12,3.56,SE,1715032989
465,markovo,57.3206,107.0881,8.93,78,100,3.92,RU,1715032989
466,angaur state,6.906,134.13,28.33,76,56,4.52,PW,1715032989
467,otjimbingwe,-22.35,16.1333,20.29,31,7,0.42,NA,1715032989
468,leh,34.1667,77.5833,-3.17,58,12,2.73,IN,1715032989
469,azambuja,39.0703,-8.8682,14.85,86,0,3.52,PT,1715032990
470,bardai,11.65,7.2333,27.67,57,99,5.58,NG,1715032990
471,launceston,-41.45,147.1667,4.53,100,2,2.57,AU,1715032990
472,hanzhong,33.0728,107.0303,15.26,88,8,0.79,CN,1715032990
473,russkiy kameshkir,52.8589,46.0892,7.35,62,58,4.6,RU,1715032990
474,salalah,17.0151,54.0924,30.05,79,40,2.06,OM,1715032990
475,kayangel,8.0823,134.7173,28.22,72,100,4.42,PW,1715032991
476,montlouis-sur-loire,47.3833,0.8333,12.15,89,75,1.54,FR,1715032991
477,bukene,-4.2333,32.8833,19.99,86,100,1.99,TZ,1715032991
478,narrabri,-30.3167,149.7833,13.62,82,0,1.79,AU,1715032991
479,bartica,6.4,-58.6167,30.18,78,96,2.37,GY,1715032991
480,ghat,24.9647,10.1728,26.17,37,62,2.01,LY,1715032991
481,ust'-kut,56.7938,105.7672,6.91,75,99,4.47,RU,1715032991
482,pasuquin,18.3328,120.6177,24.97,94,40,1.54,PH,1715032991
483,longboat key,27.4125,-82.659,31.27,65,0,4.63,US,1715032992
484,tual,-5.6667,132.75,26.93,85,100,5.65,ID,1715032992
485,vila velha,-20.3297,-40.2925,25.97,78,0,1.03,BR,1715032952
486,yeniseysk,58.4497,92.1703,2.19,87,14,2.24,RU,1715032992
487,jian'ou,27.0469,118.3253,19.56,87,100,0.84,CN,1715032992
488,dolinsk,47.35,142.8,2.07,99,100,8.82,RU,1715032992
489,ubari,26.5921,12.7805,28.68,26,85,5.83,LY,1715032993
490,taroa,8.7058,171.2275,27.67,83,37,9.48,MH,1715032993
491,ceeldheer,3.8488,47.1806,28.19,79,100,6.61,SO,1715032993
492,porirua,-41.1333,174.85,11.68,63,23,4.48,NZ,1715032993
493,lively,46.4334,-81.1498,20.01,29,42,2.61,CA,1715032993
494,griffith,41.5284,-87.4237,25.15,63,0,5.14,US,1715032993
495,shingu,33.7333,135.9833,19.2,98,100,4.58,JP,1715032994
496,piranhas,-16.4269,-51.8222,25.64,56,1,0.37,BR,1715032994
497,raja sansi,31.7192,74.7978,27.92,61,0,1.03,IN,1715032994
498,acapulco de juarez,16.8634,-99.8901,29.9,70,0,4.63,MX,1715032802
499,jalarpet,12.5667,78.5833,24.22,80,85,7.59,IN,1715032994
500,lazaro cardenas,17.9583,-102.2,28.92,52,92,4.68,MX,1715032994
501,udangudi,8.4333,78.0167,28.93,73,100,3.16,IN,1715032994
502,kuytun,54.3419,101.5036,10.11,69,100,3.21,RU,1715032994
503,east end,34.5507,-92.341,29.23,72,52,3.37,US,1715032995
504,sinop,41.7711,34.8709,5.33,70,0,3.36,TR,1715032995
505,lunsar,8.6833,-12.5333,26.7,85,57,1.75,SL,1715032995
506,macau,22.2006,113.5461,24.89,88,20,1.03,MO,1715032823
507,kalabo,-14.97,22.6814,20.61,52,53,2.11,ZM,1715032995
508,zaltan,32.947,11.8665,22.31,57,77,5.2,LY,1715032995
509,igabi,10.7889,7.7749,25.24,67,96,2.42,NG,1715032995
510,deqen,29.9618,90.7188,1.94,87,63,1.41,CN,1715032995
511,saint-philippe,-21.3585,55.7679,21.77,83,46,6.11,RE,1715032996
512,kawambwa,-9.7915,29.0791,16.9,90,22,1.75,ZM,1715032996
513,kristiansund,63.1115,7.732,9.03,93,100,4.63,NO,1715032996
514,zag,46.9441,99.165,9.23,30,57,0.97,MN,1715032996
515,midelt,32.6852,-4.7451,17.78,42,0,2.22,MA,1715032996
516,pandan,14.0453,124.1694,26.64,86,44,1.74,PH,1715032997
517,papao,-17.75,-149.55,29.82,84,55,11.57,PF,1715032997
518,obama,35.4958,135.746,18.86,98,100,3.4,JP,1715032997
519,khromtau,50.2503,58.4347,6.26,65,3,4.39,KZ,1715032997
520,usogorsk,63.4106,48.6872,-1.3,58,96,1.22,RU,1715032997
521,mitu,1.1983,-70.1733,27.43,79,100,0.27,CO,1715032802
522,virginia,37.5481,-77.4467,25.03,87,100,3.13,US,1715032933
523,aral,40.5156,81.2636,21.65,67,81,3.01,CN,1715032998
524,san rafael del sur,11.8485,-86.4384,36.54,52,100,4.93,NI,1715032998
525,estes park,40.3772,-105.5217,7.53,42,100,3.13,US,1715032998
526,fada,9.5667,8.3,25.07,67,80,1.36,NG,1715032998
527,shiqian,27.5225,108.2281,18.94,98,100,0.88,CN,1715032998
528,nova vicosa,-17.8919,-39.3719,25.36,83,1,4.2,BR,1715032855
529,pathein,16.7833,94.7333,28.07,80,1,4.0,MM,1715032999
530,kingscliff,-28.2667,153.5667,19.41,88,75,4.63,AU,1715032999
531,taltal,-25.4,-70.4833,15.52,85,71,1.07,CL,1715032999
532,gulf shores,30.246,-87.7008,30.16,67,57,2.24,US,1715032999
533,nynashamn,58.9034,17.9479,2.84,72,13,5.94,SE,1715032999
534,verkhnevilyuysk,63.4453,120.3167,5.47,99,100,5.82,RU,1715032999
535,kovdor,67.5662,30.4758,-5.65,92,100,2.76,RU,1715032999
536,busan,35.1028,129.0403,14.99,82,75,2.57,KR,1715033000
537,pacasmayo,-7.4006,-79.5714,21.43,75,28,7.23,PE,1715033000
538,colonia,50.9333,6.95,13.87,91,75,3.09,DE,1715032811
539,yatou,37.15,122.3833,13.33,78,91,6.02,CN,1715033000
540,lospalos,-8.5186,127.0025,21.74,96,100,1.25,TL,1715033000
541,jalai nur,49.45,117.7,11.04,45,32,1.64,CN,1715033000
542,ad dabbah,18.05,30.95,29.19,16,0,6.45,SD,1715033000
543,fort-shevchenko,44.5086,50.263,13.46,51,100,4.38,KZ,1715033001
544,camabatela,-8.1881,15.375,18.09,66,2,1.85,AO,1715033001
545,bengkulu,-3.8004,102.2655,24.39,96,97,2.01,ID,1715033001
546,lepsy,46.235,78.9456,11.23,52,53,4.33,KZ,1715033001
547,saint-pierre,-21.3393,55.4781,21.82,64,0,2.57,RE,1715033001
548,haiku-pauwela,20.9219,-156.3051,25.28,77,40,11.83,US,1715033001
549,aleksandrovsk-sakhalinskiy,50.8975,142.1561,3.09,70,74,2.61,RU,1715033001
550,zambezi,-13.5432,23.1047,19.53,66,9,2.72,ZM,1715033002
